GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
GO:0007076	mitotic chromosome condensation	0.03703	14	8	4.32	0.571	1.431	AN0065,AN0253,AN0410,AN10336,AN3468,AN4265,AN7342,AN9504
GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape	0.03703	14	8	4.32	0.571	1.431	AN0106,AN0182,AN1334,AN2067,AN5740,AN6685,AN7030,AN7487
GO:0009847	spore germination	0.03825	56	24	17.28	0.429	1.417	AN0129,AN0182,AN0363,AN0914,AN10077,AN1016,AN1017,AN1052,AN1242,AN2269,AN2421,AN2742,AN2911,AN3719,AN4238,AN4501,AN4544,AN4896,AN5836,AN5885,AN6010,AN6125,AN7030,AN7619
GO:0006536	glutamate metabolic process	0.0392	19	10	5.86	0.526	1.407	AN1731,AN1733,AN2248,AN2999,AN3829,AN4159,AN4376,AN5134,AN5447,AN5651
GO:0009065	glutamine family amino acid catabolic process	0.0392	19	10	5.86	0.526	1.407	AN0565,AN1731,AN1733,AN2243,AN2248,AN2901,AN3829,AN5447,AN5651,AN9090
GO:0006470	protein dephosphorylation	0.04141	32	15	9.87	0.469	1.383	AN0129,AN0410,AN0914,AN10780,AN1358,AN2902,AN3793,AN3941,AN4419,AN4544,AN4896,AN5057,AN6892,AN6982,AN8234
GO:0072329	monocarboxylic acid catabolic process	0.04386	54	28	16.66	0.519	1.358	AN0689,AN10215,AN10512,AN1059,AN10610,AN10841,AN10950,AN1140,AN1226,AN1303,AN1425,AN2248,AN2944,AN3641,AN3829,AN5356,AN5626,AN5634,AN5646,AN6279,AN6525,AN6650,AN6653,AN6752,AN7008,AN7050,AN7111,AN8078
GO:1902533	positive regulation of intracellular signal transduction	0.04453	27	13	8.33	0.481	1.351	AN0931,AN1016,AN1168,AN1283,AN2269,AN3422,AN4189,AN4501,AN5057,AN5341,AN5660,AN5740,AN8751
GO:0033047	regulation of mitotic sister chromatid segregation	0.04462	45	18	13.89	0.4	1.35	AN0065,AN0410,AN0733,AN1333,AN1922,AN2439,AN2761,AN2862,AN3735,AN4360,AN4969,AN5057,AN5133,AN5631,AN6508,AN6553,AN8751,AN9504
GO:0051336	regulation of hydrolase activity	0.04465	50	19	15.43	0.38	1.35	AN0420,AN0651,AN0978,AN10459,AN10497,AN1469,AN2877,AN3090,AN3735,AN3793,AN4500,AN4998,AN5677,AN5787,AN6010,AN6070,AN8234,AN8831,AN9086
GO:0006857	oligopeptide transport	0.04467	12	7	3.7	0.583	1.35	AN12476,AN3150,AN3408,AN4517,AN7188,AN7729,AN8915
GO:0006826	iron ion transport	0.04467	12	7	3.7	0.583	1.35	AN0176,AN3690,AN4990,AN5378,AN7297,AN8251,AN8683
GO:0046459	short-chain fatty acid metabolic process	0.04467	12	7	3.7	0.583	1.35	AN1303,AN1425,AN1547,AN5626,AN5833,AN6650,AN7050
GO:0061013	regulation of mRNA catabolic process	0.04467	12	7	3.7	0.583	1.35	AN10164,AN1017,AN3919,AN6540,AN6893,AN8751,AN9090
GO:0044088	regulation of vacuole organization	0.04467	12	7	3.7	0.583	1.35	AN0163,AN0914,AN10171,AN4419,AN5740,AN5746,AN7487
GO:0046174	polyol catabolic process	0.04467	12	7	3.7	0.583	1.35	AN0034,AN0942,AN4691,AN5604,AN5985,AN6251,AN9064
GO:0033157	regulation of intracellular protein transport	0.04467	12	7	3.7	0.583	1.35	AN0651,AN1339,AN1950,AN4279,AN4501,AN4987,AN7487
GO:0042364	water-soluble vitamin biosynthetic process	0.04474	37	14	11.42	0.378	1.349	AN0270,AN10991,AN1778,AN2493,AN2998,AN3928,AN4384,AN5953,AN6032,AN6643,AN7469,AN7725,AN8009,AN8188
GO:0042737	drug catabolic process	0.04475	89	33	27.46	0.371	1.349	AN0170,AN0299,AN0660,AN0891,AN10495,AN10950,AN11059,AN1198,AN12279,AN12280,AN1277,AN1502,AN1571,AN1895,AN1896,AN1897,AN2331,AN2528,AN2846,AN3044,AN4372,AN4603,AN4871,AN5226,AN5669,AN5918,AN6525,AN6650,AN6653,AN8007,AN8978,AN9339,AN9390
GO:0062013	positive regulation of small molecule metabolic process	0.04652	33	19	10.18	0.576	1.332	AN0106,AN0651,AN0807,AN0891,AN1016,AN1052,AN10854,AN1339,AN1844,AN2944,AN3719,AN4987,AN5651,AN6293,AN7050,AN7468,AN7661,AN8741,AN9008
GO:0006012	galactose metabolic process	0.04696	22	11	6.79	0.5	1.328	AN0423,AN10550,AN3432,AN4829,AN4957,AN5986,AN6182,AN7193,AN8138,AN8677,AN9148
GO:0009070	serine family amino acid biosynthetic process	0.04773	17	9	5.25	0.529	1.321	AN10593,AN1342,AN3675,AN4770,AN7564,AN8277,AN8565,AN8859,AN8866
GO:0000122	negative regulation of transcription by RNA polymerase II	0.04931	60	25	18.52	0.417	1.307	AN0410,AN10059,AN1016,AN10191,AN1170,AN1227,AN1485,AN1546,AN1639,AN2290,AN2426,AN2489,AN2911,AN3468,AN3675,AN4501,AN4570,AN4935,AN6195,AN6293,AN6733,AN7303,AN7468,AN8251,AN8282
GO:0009073	aromatic amino acid family biosynthetic process	0.04961	38	17	11.73	0.447	1.304	AN0708,AN1673,AN1895,AN1896,AN1897,AN1899,AN1993,AN2509,AN2829,AN5200,AN5444,AN5952,AN6048,AN6338,AN6866,AN8777,AN8886
