seqnames	start	end	name	peakId.An_kdmB_20h_HA_1	overlap.An_kdmB_20h_HA_1	peakEnrichment.An_kdmB_20h_HA_1	peakPval.An_kdmB_20h_HA_1	peakId.An_sntB_20h_HA_1	overlap.An_sntB_20h_HA_1	peakEnrichment.An_sntB_20h_HA_1	peakPval.An_sntB_20h_HA_1	peakId.An_ecoA_20h_HA_1	overlap.An_ecoA_20h_HA_1	peakEnrichment.An_ecoA_20h_HA_1	peakPval.An_ecoA_20h_HA_1	peakId.An_rpdA_20h_HA_1	overlap.An_rpdA_20h_HA_1	peakEnrichment.An_rpdA_20h_HA_1	peakPval.An_rpdA_20h_HA_1
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1866	TRUE	3.50413	12.78842	An_sntB_20h_HA_1_withCtrl_peak_1741	TRUE	1.95329	6.77294	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1866	TRUE	3.50413	12.78842	An_sntB_20h_HA_1_withCtrl_peak_1742	TRUE	2.18772	9.53727	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1867	TRUE	3.76232	12.37177	An_sntB_20h_HA_1_withCtrl_peak_1741	TRUE	1.95329	6.77294	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1867	TRUE	3.76232	12.37177	An_sntB_20h_HA_1_withCtrl_peak_1742	TRUE	2.18772	9.53727	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1868	TRUE	7.66705	43.39984	An_sntB_20h_HA_1_withCtrl_peak_1741	TRUE	1.95329	6.77294	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3525545	3527696	peak_region_2638	An_kdmB_20h_HA_1_withCtrl_peak_1868	TRUE	7.66705	43.39984	An_sntB_20h_HA_1_withCtrl_peak_1742	TRUE	2.18772	9.53727	An_ecoA_20h_HA_1_withCtrl_peak_1405	TRUE	2.5376	5.1823	An_rpdA_20h_HA_1_withCtrl_peak_2516	TRUE	3.17424	24.66468
ChrVIII_A_nidulans_FGSC_A4	3532087	3532701	peak_region_2639	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_ecoA_20h_HA_1_withCtrl_peak_1406	TRUE	2.42201	4.00904	An_rpdA_20h_HA_1_withCtrl_peak_2517	TRUE	1.87855	6.00216
ChrVIII_A_nidulans_FGSC_A4	3539734	3540206	peak_region_2640	An_kdmB_20h_HA_1_withCtrl_peak_1869	TRUE	3.43308	9.69448	An_sntB_20h_HA_1_withCtrl_peak_1743	TRUE	1.88665	5.51673	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2518	TRUE	2.81136	17.36713
ChrVIII_A_nidulans_FGSC_A4	3545594	3546023	peak_region_2641	An_kdmB_20h_HA_1_withCtrl_peak_1870	TRUE	3.52075	9.52109	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2519	TRUE	2.48586	13.08546
ChrVIII_A_nidulans_FGSC_A4	3552933	3553417	peak_region_2642	An_kdmB_20h_HA_1_withCtrl_peak_1871	TRUE	3.01695	7.42349	An_sntB_20h_HA_1_withCtrl_peak_1744	TRUE	1.81262	5.08589	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2520	TRUE	2.21994	9.42899
ChrVIII_A_nidulans_FGSC_A4	3557075	3557791	peak_region_2643	An_kdmB_20h_HA_1_withCtrl_peak_1872	TRUE	2.47111	5.94303	NA	FALSE	NA	NA	An_ecoA_20h_HA_1_withCtrl_peak_1407	TRUE	2.10836	5.18841	An_rpdA_20h_HA_1_withCtrl_peak_2521	TRUE	1.83805	10.02069
ChrVIII_A_nidulans_FGSC_A4	3559829	3560197	peak_region_2644	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2522	TRUE	2.75475	15.16967
ChrVIII_A_nidulans_FGSC_A4	3563657	3564087	peak_region_2645	An_kdmB_20h_HA_1_withCtrl_peak_1873	TRUE	2.6872	6.1345	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2523	TRUE	2.22419	10.615
ChrVIII_A_nidulans_FGSC_A4	3569034	3569327	peak_region_2646	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2524	TRUE	2.81124	16.79774
ChrVIII_A_nidulans_FGSC_A4	3570576	3570883	peak_region_2647	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2525	TRUE	2.27623	8.29024
ChrVIII_A_nidulans_FGSC_A4	3575161	3575642	peak_region_2648	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_1745	TRUE	1.43323	2.46046	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2526	TRUE	2.03495	7.85984
ChrVIII_A_nidulans_FGSC_A4	3588919	3590327	peak_region_2649	An_kdmB_20h_HA_1_withCtrl_peak_1874	TRUE	3.64865	11.93331	An_sntB_20h_HA_1_withCtrl_peak_1746	TRUE	2.81939	20.28329	An_ecoA_20h_HA_1_withCtrl_peak_1408	TRUE	3.89729	13.15331	An_rpdA_20h_HA_1_withCtrl_peak_2527	TRUE	3.659	37.4707
ChrVIII_A_nidulans_FGSC_A4	3597816	3598158	peak_region_2650	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2528	TRUE	2.00401	6.49594
ChrVIII_A_nidulans_FGSC_A4	3604532	3604869	peak_region_2651	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2529	TRUE	2.28932	10.01113
ChrVIII_A_nidulans_FGSC_A4	3605897	3606103	peak_region_2652	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2530	TRUE	2.1413	7.23752
ChrVIII_A_nidulans_FGSC_A4	3609742	3610361	peak_region_2653	An_kdmB_20h_HA_1_withCtrl_peak_1875	TRUE	5.26236	22.36323	An_sntB_20h_HA_1_withCtrl_peak_1747	TRUE	4.28394	41.98658	An_ecoA_20h_HA_1_withCtrl_peak_1409	TRUE	2.7834	6.80064	An_rpdA_20h_HA_1_withCtrl_peak_2531	TRUE	3.86268	38.32156
ChrVIII_A_nidulans_FGSC_A4	3612076	3612530	peak_region_2654	An_kdmB_20h_HA_1_withCtrl_peak_1876	TRUE	3.63432	10.13796	An_sntB_20h_HA_1_withCtrl_peak_1748	TRUE	1.5577	3.22883	An_ecoA_20h_HA_1_withCtrl_peak_1410	TRUE	3.90007	10.999	An_rpdA_20h_HA_1_withCtrl_peak_2532	TRUE	2.30526	10.550840000000001
ChrVIII_A_nidulans_FGSC_A4	3614567	3616559	peak_region_2655	An_kdmB_20h_HA_1_withCtrl_peak_1877	TRUE	5.35963	24.63386	An_sntB_20h_HA_1_withCtrl_peak_1749	TRUE	3.42505	33.1887	An_ecoA_20h_HA_1_withCtrl_peak_1411	TRUE	2.70808	6.69442	An_rpdA_20h_HA_1_withCtrl_peak_2533	TRUE	3.41707	40.66152
ChrVIII_A_nidulans_FGSC_A4	3614567	3616559	peak_region_2655	An_kdmB_20h_HA_1_withCtrl_peak_1877	TRUE	5.35963	24.63386	An_sntB_20h_HA_1_withCtrl_peak_1749	TRUE	3.42505	33.1887	An_ecoA_20h_HA_1_withCtrl_peak_1412	TRUE	2.90299	9.22328	An_rpdA_20h_HA_1_withCtrl_peak_2533	TRUE	3.41707	40.66152
ChrVIII_A_nidulans_FGSC_A4	3618436	3618702	peak_region_2656	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2534	TRUE	1.98474	5.95879
ChrVIII_A_nidulans_FGSC_A4	3621958	3622424	peak_region_2657	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2535	TRUE	2.39344	11.02198
ChrVIII_A_nidulans_FGSC_A4	3627254	3627636	peak_region_2658	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_1750	TRUE	1.90013	4.86636	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_2536	TRUE	1.66778	3.20324
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1878	TRUE	3.41632	9.17682	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1879	TRUE	2.8898	6.6332700000000004	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1751	TRUE	2.55746	13.22165	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1752	TRUE	3.16498	47.12238	An_ecoA_20h_HA_1_withCtrl_peak_1417	TRUE	4.6902	22.32065	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1413	TRUE	2.8156	6.22026	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1414	TRUE	5.07734	35.24299	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1415	TRUE	2.76954	6.24402	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
ChrVIII_A_nidulans_FGSC_A4	3628707	3634781	peak_region_2659	An_kdmB_20h_HA_1_withCtrl_peak_1880	TRUE	7.92013	85.0229	An_sntB_20h_HA_1_withCtrl_peak_1753	TRUE	4.84642	70.36349	An_ecoA_20h_HA_1_withCtrl_peak_1416	TRUE	4.02414	16.44256	An_rpdA_20h_HA_1_withCtrl_peak_2537	TRUE	3.7281	69.42139
