hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
TRUE	FALSE	FALSE	TRUE	9	GO:0009098	leucine biosynthetic process	0.02197	6	2	0.24	0.333	1.658	AN0840,AN4486
TRUE	FALSE	FALSE	TRUE	9	GO:0032368	regulation of lipid transport	0.02197	6	2	0.24	0.333	1.658	AN7683,AN8374
TRUE	FALSE	FALSE	TRUE	9	GO:0048478	replication fork protection	0.02994	7	2	0.28	0.286	1.524	AN10956,AN7007
TRUE	FALSE	FALSE	TRUE	9	GO:0009395	phospholipid catabolic process	0.02994	7	2	0.28	0.286	1.524	AN2481,AN5159
TRUE	FALSE	FALSE	TRUE	9	GO:0009410	response to xenobiotic stimulus	0.02994	7	2	0.28	0.286	1.524	AN4118,AN8078
TRUE	FALSE	FALSE	TRUE	9	GO:0043966	histone H3 acetylation	0.02994	7	2	0.28	0.286	1.524	AN10956,AN3879
TRUE	FALSE	FALSE	TRUE	9	GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.0382	54	8	2.18	0.148	1.418	AN0931,AN2489,AN3118,AN3725,AN5627,AN6978,AN7007,AN9424
TRUE	FALSE	FALSE	TRUE	9	GO:0006882	cellular zinc ion homeostasis	0.03887	8	2	0.32	0.25	1.41	AN1795,AN1832
TRUE	FALSE	FALSE	TRUE	9	GO:0035672	oligopeptide transmembrane transport	0.03887	8	2	0.32	0.25	1.41	AN4517,AN8374
TRUE	FALSE	FALSE	TRUE	9	GO:0030473	nuclear migration along microtubule	0.03933	19	3	0.77	0.158	1.405	AN0118,AN1475,AN6197
TRUE	FALSE	FALSE	TRUE	9	GO:0030029	actin filament-based process	0.04034	96	6	3.88	0.062	1.394	AN0931,AN1025,AN1558,AN2484,AN4014,AN7683
TRUE	FALSE	FALSE	TRUE	9	GO:0046470	phosphatidylcholine metabolic process	0.04038	8	2	0.32	0.25	1.394	AN1376,AN2481
TRUE	FALSE	FALSE	TRUE	9	GO:0030155	regulation of cell adhesion	0.04039	10	2	0.4	0.2	1.394	AN2489,AN4486
TRUE	FALSE	FALSE	TRUE	9	GO:0031109	microtubule polymerization or depolymerization	0.04043	21	2	0.85	0.095	1.393	AN0118,AN1475
TRUE	FALSE	FALSE	TRUE	9	GO:0009124	nucleoside monophosphate biosynthetic process	0.04044	73	4	2.95	0.055	1.393	AN0893,AN1523,AN3626,AN7028
TRUE	FALSE	FALSE	TRUE	9	GO:0009404	toxin metabolic process	0.04066	84	2	3.4	0.024	1.391	AN1967,AN8078
TRUE	FALSE	FALSE	TRUE	9	GO:0030447	filamentous growth	0.04362	391	23	15.81	0.059	1.36	AN0118,AN0891,AN0931,AN1025,AN10434,AN10516,AN10854,AN10956,AN12473,AN1418,AN1573,AN1661,AN1795,AN2489,AN3441,AN3636,AN4014,AN4416,AN4486,AN4716,AN4887,AN6046,AN6058
TRUE	FALSE	FALSE	TRUE	9	GO:0006979	response to oxidative stress	0.04442	144	10	5.82	0.069	1.352	AN0931,AN1967,AN3101,AN3441,AN3725,AN3973,AN4716,AN4736,AN5159,AN8285
TRUE	FALSE	FALSE	TRUE	9	GO:0030148	sphingolipid biosynthetic process	0.04493	20	3	0.81	0.15	1.347	AN5861,AN5868,AN7683
TRUE	FALSE	FALSE	TRUE	9	GO:0005982	starch metabolic process	0.04866	9	2	0.36	0.222	1.313	AN2314,AN8953
TRUE	FALSE	FALSE	TRUE	9	GO:0033609	oxalate metabolic process	0.04866	9	2	0.36	0.222	1.313	AN6525,AN8099
TRUE	FALSE	TRUE	FALSE	10	GO:0030242	autophagy of peroxisome	0.008	8	1	0.01	0.125	2.097	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0034727	piecemeal microautophagy of the nucleus	0.016	16	1	0.02	0.062	1.796	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0042147	retrograde transport, endosome to Golgi	0.02	20	1	0.02	0.05	1.699	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0032258	protein localization by the Cvt pathway	0.026	26	1	0.03	0.038	1.585	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0006661	phosphatidylinositol biosynthetic process	0.029	29	1	0.03	0.034	1.538	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0016573	histone acetylation	0.03	30	1	0.03	0.033	1.523	AN4894
TRUE	FALSE	TRUE	FALSE	10	GO:0045324	late endosome to vacuole transport	0.032	32	1	0.03	0.031	1.495	AN10213
TRUE	FALSE	TRUE	FALSE	10	GO:0006418	tRNA aminoacylation for protein translation	0.035	35	1	0.04	0.029	1.456	AN10393
TRUE	FALSE	TRUE	TRUE	11	GO:0006336	DNA replication-independent nucleosome assembly	0.0023	7	2	0.08	0.286	2.638	AN5758,AN8282
TRUE	FALSE	TRUE	TRUE	11	GO:0000122	negative regulation of transcription by RNA polymerase II	0.0046	63	4	0.68	0.063	2.337	AN1272,AN5643,AN5758,AN8282
TRUE	FALSE	TRUE	TRUE	11	GO:0009847	spore germination	0.0152	56	4	0.6	0.071	1.818	AN0914,AN5726,AN6125,AN6341
TRUE	FALSE	TRUE	TRUE	11	GO:0030473	nuclear migration along microtubule	0.0173	19	2	0.2	0.105	1.762	AN4706,AN6340
TRUE	FALSE	TRUE	TRUE	11	GO:2000241	regulation of reproductive process	0.0317	131	3	1.41	0.023	1.499	AN10063,AN5211,AN8282
TRUE	FALSE	TRUE	TRUE	11	GO:0051348	negative regulation of transferase activity	0.0419	12	2	0.13	0.167	1.378	AN0295,AN1358
TRUE	FALSE	TRUE	TRUE	11	GO:0051303	establishment of chromosome localization	0.042	25	2	0.27	0.08	1.377	AN6340,AN8282
TRUE	FALSE	TRUE	TRUE	11	GO:0071444	cellular response to pheromone	0.042	28	2	0.3	0.071	1.377	AN5211,AN5643
TRUE	FALSE	TRUE	TRUE	11	GO:0006348	chromatin silencing at telomere	0.0479	43	3	0.46	0.07	1.32	AN5643,AN7994,AN8282
TRUE	TRUE	FALSE	FALSE	12	GO:0010556	regulation of macromolecule biosynthetic process	0.0022	778	4	1	0.005	2.658	AN2020,AN5217,AN8298,AN9516
TRUE	TRUE	FALSE	FALSE	12	GO:0051055	negative regulation of lipid biosynthetic process	0.0077	6	1	0.01	0.167	2.114	AN5217
TRUE	TRUE	FALSE	FALSE	12	GO:0006469	negative regulation of protein kinase activity	0.0102	8	1	0.01	0.125	1.991	AN5217
TRUE	TRUE	FALSE	FALSE	12	GO:0072697	protein localization to cell cortex	0.0128	10	1	0.01	0.1	1.893	AN5217
TRUE	TRUE	FALSE	FALSE	12	GO:0044380	protein localization to cytoskeleton	0.0216	17	1	0.02	0.059	1.666	AN5217
TRUE	TRUE	FALSE	FALSE	12	GO:0030148	sphingolipid biosynthetic process	0.0254	20	1	0.03	0.05	1.595	AN5217
TRUE	TRUE	FALSE	FALSE	12	GO:0006725	cellular aromatic compound metabolic process	0.0409	1829	5	2.35	0.003	1.388	AN1301,AN2020,AN5444,AN8298,AN9516
TRUE	TRUE	FALSE	FALSE	12	GO:0009073	aromatic amino acid family biosynthetic process	0.0477	38	1	0.05	0.026	1.321	AN5444
TRUE	TRUE	FALSE	TRUE	13	GO:0098869	cellular oxidant detoxification	0.001	9	4	0.51	0.444	3	AN2846,AN4215,AN4301,AN6045
TRUE	TRUE	FALSE	TRUE	13	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.0016	19	4	1.07	0.211	2.796	AN1339,AN2071,AN2072,AN2761
TRUE	TRUE	FALSE	TRUE	13	GO:0019953	sexual reproduction	0.0031	272	21	15.32	0.077	2.509	AN0082,AN0651,AN0721,AN1017,AN10193,AN1267,AN1339,AN1539,AN2011,AN2062,AN2071,AN2430,AN3387,AN3422,AN4189,AN4570,AN4615,AN5973,AN7388,AN8262,AN8825
TRUE	TRUE	FALSE	TRUE	13	GO:0006814	sodium ion transport	0.0031	6	3	0.34	0.5	2.509	AN0469,AN4101,AN6642
TRUE	TRUE	FALSE	TRUE	13	GO:0051321	meiotic cell cycle	0.0031	223	18	12.56	0.081	2.509	AN0651,AN0721,AN1017,AN10171,AN10193,AN10763,AN1267,AN1844,AN2071,AN2172,AN3387,AN3422,AN3941,AN4365,AN4570,AN4615,AN6070,AN8262
TRUE	TRUE	FALSE	TRUE	13	GO:0006013	mannose metabolic process	0.0034	12	4	0.68	0.333	2.469	AN0551,AN0667,AN2936,AN7459
TRUE	TRUE	FALSE	TRUE	13	GO:1901678	iron coordination entity transport	0.0052	7	3	0.39	0.429	2.284	AN4064,AN5378,AN6400
TRUE	TRUE	FALSE	TRUE	13	GO:0032774	RNA biosynthetic process	0.009	787	52	44.32	0.066	2.046	AN0162,AN0260,AN0533,AN1017,AN10294,AN10548,AN10763,AN11099,AN11112,AN11169,AN11185,AN11406,AN11704,AN11910,AN1339,AN1538,AN1678,AN2001,AN2136,AN2172,AN2276,AN2761,AN3033,AN3048,AN3250,AN3422,AN3423,AN3450,AN3675,AN4034,AN4113,AN4134,AN4558,AN4570,AN5898,AN6392,AN6430,AN6837,AN7103,AN7190,AN7297,AN7332,AN7459,AN7475,AN7753,AN7923,AN8276,AN8414,AN8655,AN8825,AN9095,AN9102
TRUE	TRUE	FALSE	TRUE	13	GO:0042762	regulation of sulfur metabolic process	0.0091	25	5	1.41	0.2	2.041	AN0651,AN1844,AN2302,AN3675,AN8346
TRUE	TRUE	FALSE	TRUE	13	GO:0032956	regulation of actin cytoskeleton organization	0.0091	54	5	3.04	0.093	2.041	AN1162,AN1339,AN2067,AN5981,AN7698
TRUE	TRUE	FALSE	TRUE	13	GO:0006812	cation transport	0.0104	190	20	10.7	0.105	1.983	AN0469,AN0471,AN1017,AN10367,AN10468,AN1290,AN1339,AN2011,AN2315,AN4101,AN4131,AN5049,AN5341,AN5378,AN5668,AN5678,AN6045,AN6642,AN7297,AN8962
TRUE	TRUE	FALSE	TRUE	13	GO:0010959	regulation of metal ion transport	0.0116	9	3	0.51	0.333	1.936	AN1017,AN5341,AN7297
TRUE	TRUE	FALSE	TRUE	13	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	0.0116	9	3	0.51	0.333	1.936	AN0226,AN2302,AN2761
TRUE	TRUE	FALSE	TRUE	13	GO:0006801	superoxide metabolic process	0.0158	10	3	0.56	0.3	1.801	AN4215,AN5148,AN6045
TRUE	TRUE	FALSE	TRUE	13	GO:0035690	cellular response to drug	0.0171	204	20	11.49	0.098	1.767	AN0651,AN1017,AN10763,AN1085,AN10949,AN11694,AN1901,AN2846,AN3422,AN4189,AN4615,AN4758,AN4774,AN5148,AN5341,AN5378,AN5888,AN6064,AN6570,AN8414
TRUE	TRUE	FALSE	TRUE	13	GO:0000209	protein polyubiquitination	0.0209	11	3	0.62	0.273	1.68	AN0226,AN1339,AN2761
TRUE	TRUE	FALSE	TRUE	13	GO:2000114	regulation of establishment of cell polarity	0.0283	5	2	0.28	0.4	1.548	AN2067,AN6685
TRUE	TRUE	FALSE	TRUE	13	GO:2000222	positive regulation of pseudohyphal growth	0.0283	5	2	0.28	0.4	1.548	AN3422,AN6570
TRUE	TRUE	FALSE	TRUE	13	GO:2000247	positive regulation of establishment or maintenance of bipolar cell polarity regulating cell shape	0.0283	5	2	0.28	0.4	1.548	AN2067,AN6685
TRUE	TRUE	FALSE	TRUE	13	GO:0006089	lactate metabolic process	0.0283	5	2	0.28	0.4	1.548	AN11045,AN9066
TRUE	TRUE	FALSE	TRUE	13	GO:0000187	activation of MAPK activity	0.0283	5	2	0.28	0.4	1.548	AN3422,AN4189
TRUE	TRUE	FALSE	TRUE	13	GO:1902626	assembly of large subunit precursor of preribosome	0.0283	5	2	0.28	0.4	1.548	AN3176,AN8824
TRUE	TRUE	FALSE	TRUE	13	GO:0000753	cell morphogenesis involved in conjugation with cellular fusion	0.0283	5	2	0.28	0.4	1.548	AN0651,AN1339
TRUE	TRUE	FALSE	TRUE	13	GO:0006545	glycine biosynthetic process	0.0283	5	2	0.28	0.4	1.548	AN1342,AN3058
TRUE	TRUE	FALSE	TRUE	13	GO:2001165	positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues	0.0283	5	2	0.28	0.4	1.548	AN1017,AN4570
TRUE	TRUE	FALSE	TRUE	13	GO:1904063	negative regulation of cation transmembrane transport	0.0283	5	2	0.28	0.4	1.548	AN1339,AN5341
TRUE	TRUE	FALSE	TRUE	13	GO:0071451	cellular response to superoxide	0.0283	5	2	0.28	0.4	1.548	AN4215,AN6045
TRUE	TRUE	FALSE	TRUE	13	GO:0006409	tRNA export from nucleus	0.0283	5	2	0.28	0.4	1.548	AN1339,AN4218
TRUE	TRUE	FALSE	TRUE	13	GO:0043254	regulation of protein complex assembly	0.0332	52	6	2.93	0.115	1.479	AN0411,AN11344,AN2302,AN3675,AN5981,AN6570
TRUE	TRUE	FALSE	TRUE	13	GO:0006970	response to osmotic stress	0.0405	80	9	4.5	0.112	1.393	AN0651,AN1017,AN10763,AN1493,AN1503,AN2968,AN5776,AN7484,AN7698
TRUE	TRUE	FALSE	TRUE	13	GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	0.0405	36	6	2.03	0.167	1.393	AN1844,AN2067,AN3422,AN6570,AN7698,AN8414
TRUE	TRUE	FALSE	TRUE	13	GO:0006783	heme biosynthetic process	0.0406	14	3	0.79	0.214	1.391	AN1722,AN4774,AN7752
TRUE	TRUE	FALSE	TRUE	13	GO:0045332	phospholipid translocation	0.0406	14	3	0.79	0.214	1.391	AN10949,AN2011,AN7149
TRUE	TRUE	FALSE	TRUE	13	GO:0120113	protein localization by the NVT pathway	0.0408	6	2	0.34	0.333	1.389	AN1339,AN2071
TRUE	TRUE	FALSE	TRUE	13	GO:0006750	glutathione biosynthetic process	0.0408	6	2	0.34	0.333	1.389	AN2846,AN8346
TRUE	TRUE	FALSE	TRUE	13	GO:0035065	regulation of histone acetylation	0.0408	6	2	0.34	0.333	1.389	AN10763,AN3423
TRUE	TRUE	FALSE	TRUE	13	GO:0006513	protein monoubiquitination	0.0408	6	2	0.34	0.333	1.389	AN1339,AN2761
TRUE	TRUE	FALSE	TRUE	13	GO:0019568	arabinose catabolic process	0.0408	6	2	0.34	0.333	1.389	AN1274,AN7193
TRUE	TRUE	FALSE	TRUE	13	GO:0006744	ubiquinone biosynthetic process	0.0487	15	3	0.84	0.2	1.312	AN1339,AN4569,AN4757
TRUE	TRUE	FALSE	TRUE	13	GO:0006096	glycolytic process	0.0491	25	4	1.41	0.16	1.309	AN1246,AN2875,AN3059,AN7459
TRUE	TRUE	TRUE	FALSE	14	GO:0034767	positive regulation of ion transmembrane transport	0.0038	6	1	0	0.167	2.42	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:0032890	regulation of organic acid transport	0.0038	6	1	0	0.167	2.42	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:1903959	regulation of anion transmembrane transport	0.0038	6	1	0	0.167	2.42	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	0.009	14	1	0.01	0.071	2.046	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:0043945	positive regulation of asexual sporulation resulting in formation of a cellular spore	0.0096	15	1	0.01	0.067	2.018	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:0034219	carbohydrate transmembrane transport	0.0102	16	1	0.01	0.062	1.991	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:0015718	monocarboxylic acid transport	0.0153	24	1	0.02	0.042	1.815	AN6578
TRUE	TRUE	TRUE	FALSE	14	GO:1905039	carboxylic acid transmembrane transport	0.0335	53	1	0.03	0.019	1.475	AN6578
TRUE	TRUE	TRUE	TRUE	15	GO:0015976	carbon utilization	5.4e-07	24	15	3.98	0.625	6.268	AN0689,AN10550,AN1918,AN3597,AN4462,AN4668,AN5604,AN5626,AN5634,AN5746,AN6195,AN6279,AN7468,AN7610,AN9461
TRUE	TRUE	TRUE	TRUE	15	GO:0043936	asexual sporulation resulting in formation of a cellular spore	5.6e-06	73	31	12.1	0.425	5.252	AN0182,AN0186,AN0641,AN0787,AN10030,AN1037,AN1052,AN1555,AN1632,AN2059,AN2505,AN2687,AN2742,AN2919,AN3113,AN4501,AN4674,AN4897,AN4987,AN5028,AN5131,AN5660,AN5740,AN5836,AN5893,AN6318,AN6731,AN6920,AN7542,AN8741,AN8945
TRUE	TRUE	TRUE	TRUE	15	GO:0009405	pathogenesis	7.3e-06	143	45	23.7	0.315	5.137	AN0121,AN0182,AN0235,AN0241,AN0807,AN1069,AN1428,AN1555,AN1833,AN2996,AN3147,AN3719,AN3729,AN3730,AN3765,AN4361,AN4390,AN4419,AN4479,AN4501,AN4515,AN4592,AN4915,AN4987,AN5218,AN5296,AN5634,AN5823,AN5832,AN5918,AN6230,AN6505,AN6506,AN6541,AN6566,AN7111,AN7170,AN7250,AN7468,AN7661,AN8251,AN8269,AN8741,AN9397,AN9407
TRUE	TRUE	TRUE	TRUE	15	GO:0075306	regulation of conidium formation	1.2e-05	36	19	5.97	0.528	4.921	AN0055,AN0182,AN0279,AN0363,AN1052,AN2421,AN2742,AN3607,AN3688,AN4563,AN5156,AN5296,AN5836,AN5893,AN6230,AN6243,AN7542,AN8129,AN9121
TRUE	TRUE	TRUE	TRUE	15	GO:0006313	transposition, DNA-mediated	2.3e-05	8	7	1.33	0.875	4.638	AN0263,AN10066,AN10127,AN10329,AN4335,AN5956,AN8186
TRUE	TRUE	TRUE	TRUE	15	GO:0010914	positive regulation of sterigmatocystin biosynthetic process	4.6e-05	16	10	2.65	0.625	4.337	AN0363,AN0807,AN1052,AN2742,AN3607,AN3719,AN5893,AN6243,AN6505,AN8741
TRUE	TRUE	TRUE	TRUE	15	GO:0006355	regulation of transcription, DNA-templated	5.3e-05	687	166	113.85	0.242	4.276	AN0096,AN0098,AN0148,AN0176,AN0182,AN0241,AN0263,AN0279,AN0364,AN0410,AN0554,AN0680,AN0689,AN0742,AN0766,AN0863,AN0885,AN0902,AN0928,AN0988,AN10120,AN10128,AN10191,AN10378,AN10467,AN10541,AN10550,AN1060,AN10610,AN10912,AN11098,AN11131,AN11753,AN1183,AN11891,AN11961,AN1217,AN1226,AN1227,AN1265,AN1303,AN1402,AN1414,AN1416,AN1425,AN1518,AN1536,AN1720,AN1800,AN1812,AN1848,AN1893,AN1924,AN1984,AN2009,AN2016,AN2036,AN2290,AN2375,AN2421,AN2500,AN2581,AN2597,AN2667,AN2852,AN2855,AN2902,AN2911,AN2944,AN2984,AN2996,AN3050,AN3067,AN3071,AN3075,AN3102,AN3152,AN3214,AN3224,AN3280,AN3433,AN3468,AN3506,AN3587,AN3607,AN3688,AN3730,AN3785,AN3835,AN3911,AN3919,AN4210,AN4247,AN4324,AN4335,AN4361,AN4479,AN4501,AN4741,AN4744,AN4785,AN4818,AN4900,AN4935,AN4976,AN4985,AN4987,AN5170,AN5218,AN5220,AN5279,AN5296,AN5349,AN5351,AN5651,AN5747,AN5752,AN5775,AN5836,AN5849,AN5859,AN5870,AN5893,AN5924,AN5955,AN6062,AN6129,AN6195,AN6359,AN6505,AN6684,AN6733,AN6790,AN6849,AN6858,AN6982,AN7012,AN7189,AN7303,AN7468,AN7507,AN7513,AN7542,AN7572,AN7610,AN7661,AN7872,AN7896,AN8039,AN8129,AN8168,AN8186,AN8211,AN8251,AN8590,AN8636,AN8643,AN8667,AN8694,AN8858,AN8885,AN8978,AN9008,AN9025,AN9397,AN9492
TRUE	TRUE	TRUE	TRUE	15	GO:0035690	cellular response to drug	5.5e-05	204	59	33.81	0.289	4.26	AN0235,AN0363,AN0771,AN0927,AN10351,AN1061,AN10709,AN11008,AN1126,AN11705,AN1189,AN12054,AN1518,AN1697,AN1923,AN2300,AN2687,AN2997,AN3113,AN3307,AN3368,AN3506,AN3688,AN3719,AN3729,AN3946,AN4390,AN4668,AN4674,AN4770,AN4923,AN5119,AN5296,AN5493,AN5523,AN5660,AN5740,AN5908,AN5918,AN6118,AN6129,AN6207,AN6330,AN6505,AN6506,AN6566,AN6849,AN7146,AN7513,AN7657,AN8041,AN8269,AN8283,AN8489,AN8502,AN8643,AN9339,AN9340,AN9408
TRUE	TRUE	TRUE	TRUE	15	GO:0071470	cellular response to osmotic stress	6.1e-05	58	28	9.61	0.483	4.215	AN0134,AN0351,AN0554,AN0641,AN10902,AN1624,AN1800,AN2005,AN2911,AN2919,AN2997,AN3688,AN4479,AN4483,AN4668,AN4745,AN5129,AN5563,AN5746,AN6010,AN6318,AN6505,AN6982,AN7799,AN7895,AN8041,AN8690,AN8692
TRUE	TRUE	TRUE	TRUE	15	GO:0043941	positive regulation of sexual sporulation resulting in formation of a cellular spore	8.9e-05	14	9	2.32	0.643	4.051	AN0363,AN0807,AN1052,AN3152,AN3607,AN3719,AN5028,AN6505,AN9121
TRUE	TRUE	TRUE	TRUE	15	GO:0030448	hyphal growth	0.00016	188	51	31.16	0.271	3.796	AN0182,AN0410,AN0640,AN0863,AN10709,AN11098,AN1536,AN1555,AN1612,AN1628,AN1848,AN2009,AN2523,AN2701,AN3113,AN3416,AN3719,AN3730,AN3787,AN3795,AN3813,AN4566,AN4667,AN4702,AN4935,AN4987,AN5296,AN5457,AN5651,AN5660,AN5740,AN5802,AN5832,AN5836,AN6195,AN6243,AN6317,AN6318,AN6330,AN6542,AN6566,AN6688,AN6697,AN6920,AN7030,AN7572,AN7576,AN7687,AN8009,AN8831,AN9450
TRUE	TRUE	TRUE	TRUE	15	GO:0070787	conidiophore development	0.00017	83	32	13.75	0.386	3.77	AN0098,AN0363,AN0689,AN0863,AN0928,AN0988,AN1052,AN1189,AN1536,AN1800,AN1848,AN2009,AN2667,AN2701,AN3113,AN3719,AN4479,AN4563,AN4667,AN4702,AN4878,AN4935,AN5651,AN5660,AN5836,AN6150,AN6243,AN6688,AN7030,AN7572,AN7661,AN8741
TRUE	TRUE	TRUE	TRUE	15	GO:0034599	cellular response to oxidative stress	0.00018	121	43	20.05	0.355	3.745	AN0158,AN0170,AN0182,AN0241,AN0363,AN0607,AN0771,AN0988,AN10220,AN10223,AN1632,AN1652,AN2099,AN2911,AN3102,AN3163,AN3581,AN3688,AN3793,AN3954,AN4483,AN4668,AN4987,AN5131,AN5447,AN5523,AN5755,AN5823,AN5918,AN5975,AN5991,AN6542,AN6849,AN7189,AN7513,AN7567,AN7572,AN8251,AN8643,AN8692,AN8805,AN9090,AN9339
TRUE	TRUE	TRUE	TRUE	15	GO:0019740	nitrogen utilization	0.00025	21	11	3.48	0.524	3.602	AN0098,AN1181,AN2944,AN4159,AN4376,AN5134,AN5226,AN6129,AN7463,AN8168,AN8667
TRUE	TRUE	TRUE	TRUE	15	GO:0006874	cellular calcium ion homeostasis	0.00035	26	10	4.31	0.385	3.456	AN1189,AN1628,AN1950,AN2919,AN4814,AN4920,AN4990,AN6566,AN7571,AN8830
TRUE	TRUE	TRUE	TRUE	15	GO:0072593	reactive oxygen species metabolic process	0.00042	18	10	2.98	0.556	3.377	AN0170,AN0182,AN0241,AN1094,AN3581,AN5457,AN5604,AN5918,AN8041,AN9339
TRUE	TRUE	TRUE	TRUE	15	GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms	0.00065	19	10	3.15	0.526	3.187	AN0170,AN0689,AN1069,AN1226,AN4310,AN4745,AN4987,AN5220,AN6505,AN8269
TRUE	TRUE	TRUE	TRUE	15	GO:0097308	cellular response to farnesol	0.00069	46	17	7.62	0.37	3.161	AN0179,AN0182,AN0240,AN10518,AN1800,AN2435,AN4159,AN4376,AN4479,AN4667,AN4695,AN5129,AN5564,AN5746,AN5886,AN5999,AN6505
TRUE	TRUE	TRUE	TRUE	15	GO:0043935	sexual sporulation resulting in formation of a cellular spore	0.00085	146	48	24.19	0.329	3.071	AN0055,AN0078,AN0098,AN0182,AN0363,AN0410,AN0640,AN0733,AN0807,AN0988,AN1052,AN10610,AN10902,AN11891,AN1222,AN1536,AN1555,AN1848,AN2059,AN2419,AN2505,AN2919,AN3148,AN3152,AN3607,AN3719,AN4169,AN4390,AN4419,AN4501,AN4566,AN4935,AN5028,AN5170,AN5195,AN5523,AN5579,AN5759,AN5836,AN6243,AN6505,AN6542,AN7169,AN7513,AN7657,AN9121,AN9380,AN9504
TRUE	TRUE	TRUE	TRUE	15	GO:0044272	sulfur compound biosynthetic process	0.00107	92	28	15.25	0.304	2.971	AN0170,AN0554,AN0807,AN10197,AN1052,AN1222,AN12476,AN2742,AN2855,AN3150,AN3639,AN3719,AN4443,AN4462,AN4770,AN4888,AN5626,AN5953,AN6643,AN6644,AN6645,AN7600,AN8009,AN8277,AN8565,AN8741,AN8859,AN9008
TRUE	TRUE	TRUE	TRUE	15	GO:0006836	neurotransmitter transport	0.00109	9	6	1.49	0.667	2.963	AN10905,AN2962,AN3663,AN6118,AN8785,AN8966
TRUE	TRUE	TRUE	TRUE	15	GO:0000103	sulfate assimilation	0.00109	9	6	1.49	0.667	2.963	AN0170,AN1752,AN2730,AN4769,AN4770,AN7600
TRUE	TRUE	TRUE	TRUE	15	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.00109	9	6	1.49	0.667	2.963	AN0241,AN2911,AN3688,AN7189,AN7513,AN8251
TRUE	TRUE	TRUE	TRUE	15	GO:0009409	response to cold	0.00109	9	6	1.49	0.667	2.963	AN10902,AN4702,AN6149,AN7657,AN9340,AN9450
TRUE	TRUE	TRUE	TRUE	15	GO:0015074	DNA integration	0.00116	25	11	4.14	0.44	2.936	AN0263,AN10066,AN10127,AN10256,AN10329,AN2670,AN4289,AN4335,AN4976,AN5956,AN8186
TRUE	TRUE	TRUE	TRUE	15	GO:0034605	cellular response to heat	0.00118	57	19	9.45	0.333	2.928	AN0182,AN0858,AN1652,AN2731,AN2911,AN4310,AN4501,AN4668,AN4897,AN4987,AN5129,AN5523,AN5602,AN5755,AN5975,AN6849,AN7572,AN8269,AN8643
TRUE	TRUE	TRUE	TRUE	15	GO:0006357	regulation of transcription by RNA polymerase II	0.00136	226	58	37.45	0.257	2.866	AN0098,AN0241,AN0279,AN0410,AN0689,AN0988,AN10191,AN10550,AN1060,AN11961,AN1227,AN1303,AN1416,AN1425,AN1518,AN1720,AN2290,AN2421,AN2852,AN2855,AN2902,AN2911,AN2944,AN2996,AN3224,AN3468,AN3506,AN3688,AN4210,AN4501,AN4741,AN4785,AN4935,AN4976,AN4987,AN5651,AN5747,AN5752,AN5836,AN5893,AN6129,AN6195,AN6505,AN6733,AN7189,AN7303,AN7468,AN7513,AN7542,AN7572,AN7610,AN7661,AN8039,AN8168,AN8251,AN8858,AN8978,AN9397
TRUE	TRUE	TRUE	TRUE	15	GO:0046656	folic acid biosynthetic process	0.00194	7	5	1.16	0.714	2.712	AN10991,AN2493,AN2998,AN6032,AN8188
TRUE	TRUE	TRUE	TRUE	15	GO:0034251	regulation of cellular amide catabolic process	0.00194	7	5	1.16	0.714	2.712	AN1226,AN2270,AN2944,AN8667,AN8777
TRUE	TRUE	TRUE	TRUE	15	GO:0071472	cellular response to salt stress	0.00194	7	5	1.16	0.714	2.712	AN1624,AN2919,AN4479,AN5563,AN6505
TRUE	TRUE	TRUE	TRUE	15	GO:0019521	D-gluconate metabolic process	0.00205	16	8	2.65	0.5	2.688	AN0285,AN1414,AN2493,AN3641,AN3954,AN5918,AN8553,AN9339
TRUE	TRUE	TRUE	TRUE	15	GO:0006525	arginine metabolic process	0.00205	24	9	3.98	0.375	2.688	AN0565,AN2914,AN3957,AN5999,AN8075,AN8231,AN8667,AN8777,AN9090
