hasPeak.An_sntB_20h_HA_1	hasPeak.An_sntB_48h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
TRUE	TRUE	4	GO:0051181	cofactor transport	0.03296	23	12	4.62	0.522	1.482	AN12476,AN1950,AN3150,AN4064,AN4387,AN5378,AN6400,AN7188,AN7304,AN7485,AN7729,AN8274
TRUE	TRUE	4	GO:0043254	regulation of protein complex assembly	0.03319	52	14	10.44	0.269	1.479	AN0411,AN11344,AN2126,AN2302,AN2995,AN3067,AN3675,AN4976,AN4987,AN5747,AN5803,AN5981,AN6570,AN8039
TRUE	TRUE	4	GO:0042026	protein refolding	0.03323	10	5	2.01	0.5	1.478	AN0858,AN2731,AN5129,AN6010,AN6089
TRUE	TRUE	4	GO:0015695	organic cation transport	0.03323	10	5	2.01	0.5	1.478	AN10905,AN4328,AN5356,AN6014,AN7463
TRUE	TRUE	4	GO:1900443	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.03355	25	11	5.02	0.44	1.474	AN0098,AN0689,AN1017,AN1800,AN3688,AN3719,AN4479,AN4501,AN4745,AN4987,AN8414
TRUE	TRUE	4	GO:0042255	ribosome assembly	0.03357	42	14	8.43	0.333	1.474	AN3176,AN4419,AN4471,AN4475,AN4777,AN4872,AN5443,AN5715,AN5960,AN6067,AN6149,AN8824,AN8834,AN8856
TRUE	TRUE	4	GO:0044088	regulation of vacuole organization	0.03366	15	7	3.01	0.467	1.473	AN0127,AN0239,AN10171,AN10193,AN4419,AN5740,AN5746
TRUE	TRUE	4	GO:0046352	disaccharide catabolic process	0.03371	15	6	3.01	0.4	1.472	AN10420,AN11778,AN2017,AN3515,AN4182,AN9340
TRUE	TRUE	4	GO:1901678	iron coordination entity transport	0.03373	7	4	1.41	0.571	1.472	AN4064,AN5378,AN6400,AN7485
TRUE	TRUE	4	GO:0075262	negative regulation of spore-bearing organ development	0.03373	7	4	1.41	0.571	1.472	AN0363,AN1052,AN4483,AN6243
TRUE	TRUE	4	GO:0046656	folic acid biosynthetic process	0.03373	7	4	1.41	0.571	1.472	AN2493,AN2998,AN6032,AN8188
TRUE	TRUE	4	GO:0006469	negative regulation of protein kinase activity	0.03373	7	4	1.41	0.571	1.472	AN1358,AN1800,AN4987,AN6982
TRUE	TRUE	4	GO:1904359	regulation of spore germination	0.03373	7	4	1.41	0.571	1.472	AN0129,AN10077,AN4544,AN4896
TRUE	TRUE	4	GO:0061912	selective autophagy	0.03373	7	4	1.41	0.571	1.472	AN1339,AN1632,AN4915,AN5131
TRUE	TRUE	4	GO:0034411	cell wall (1->3)-beta-D-glucan biosynthetic process	0.03373	7	4	1.41	0.571	1.472	AN3729,AN3730,AN5740,AN7657
TRUE	TRUE	4	GO:0034251	regulation of cellular amide catabolic process	0.03373	7	4	1.41	0.571	1.472	AN1226,AN2944,AN8667,AN8777
TRUE	TRUE	4	GO:0006541	glutamine metabolic process	0.03373	7	4	1.41	0.571	1.472	AN0565,AN4159,AN4376,AN5134
TRUE	TRUE	4	GO:0044805	late nucleophagy	0.03373	7	4	1.41	0.571	1.472	AN0127,AN1632,AN3470,AN5131
TRUE	TRUE	4	GO:0045911	positive regulation of DNA recombination	0.03373	7	4	1.41	0.571	1.472	AN1017,AN2911,AN4182,AN4563
TRUE	TRUE	4	GO:0006855	drug transmembrane transport	0.03504	35	12	7.03	0.343	1.455	AN0771,AN10949,AN1339,AN2300,AN2349,AN4064,AN4328,AN5226,AN6118,AN8274,AN8489,AN8785
TRUE	TRUE	4	GO:0006633	fatty acid biosynthetic process	0.03675	49	17	9.84	0.347	1.435	AN0640,AN0918,AN1037,AN1339,AN4353,AN4690,AN5028,AN6126,AN6505,AN6506,AN6555,AN6731,AN7873,AN7880,AN8117,AN9407,AN9408
TRUE	TRUE	4	GO:0044249	cellular biosynthetic process	0.03776	2113	482	424.19	0.228	1.423	AN0057,AN0065,AN0067,AN0082,AN0086,AN0096,AN0098,AN0105,AN0121,AN0148,AN0162,AN0170,AN0176,AN0210,AN0228,AN0241,AN0259,AN0260,AN0263,AN0270,AN0271,AN0279,AN0314,AN0333,AN0351,AN0363,AN0364,AN0376,AN0410,AN0451,AN0495,AN0554,AN0565,AN0582,AN0593,AN0607,AN0608,AN0640,AN0651,AN0654,AN0680,AN0689,AN0733,AN0734,AN0742,AN0766,AN0787,AN0797,AN0802,AN0807,AN0827,AN0863,AN0889,AN0902,AN0918,AN0919,AN0928,AN0929,AN0936,AN0988,AN10019,AN10081,AN10120,AN10124,AN10128,AN10131,AN10156,AN1017,AN10191,AN10197,AN10256,AN1037,AN10378,AN10396,AN10459,AN10467,AN1052,AN10533,AN10541,AN10548,AN10550,AN10586,AN1060,AN10610,AN10614,AN10663,AN1069,AN10709,AN10745,AN10763,AN10846,AN10906,AN10912,AN11080,AN11098,AN11099,AN11112,AN11125,AN11165,AN11252,AN11406,AN11419,AN11704,AN11753,AN11776,AN1183,AN11891,AN11910,AN11961,AN12017,AN12152,AN1217,AN1226,AN1227,AN1246,AN12476,AN1272,AN1303,AN1334,AN1339,AN1342,AN1402,AN1414,AN1416,AN1425,AN1518,AN1536,AN1538,AN1555,AN1624,AN1678,AN1761,AN1778,AN1800,AN1812,AN1848,AN1893,AN1918,AN1924,AN1927,AN1950,AN1984,AN1990,AN1993,AN2001,AN2009,AN2016,AN2020,AN2036,AN2062,AN2069,AN2072,AN2135,AN2141,AN2148,AN2268,AN2284,AN2290,AN2302,AN2303,AN2311,AN2315,AN2375,AN2421,AN2493,AN2500,AN2526,AN2581,AN2597,AN2661,AN2670,AN2723,AN2742,AN2761,AN2793,AN2846,AN2852,AN2855,AN2873,AN2875,AN2885,AN2900,AN2902,AN2911,AN2914,AN2919,AN2932,AN2944,AN2980,AN2984,AN2996,AN2997,AN2998,AN2999,AN3033,AN3048,AN3058,AN3059,AN3067,AN3071,AN3075,AN3102,AN3113,AN3150,AN3152,AN3177,AN3188,AN3214,AN3222,AN3223,AN3224,AN3250,AN3255,AN3396,AN3413,AN3422,AN3423,AN3431,AN3433,AN3468,AN3470,AN3506,AN3586,AN3587,AN3607,AN3641,AN3649,AN3675,AN3684,AN3688,AN3719,AN3729,AN3730,AN3738,AN3748,AN3785,AN3817,AN3835,AN3869,AN3894,AN3911,AN3919,AN3941,AN3954,AN4034,AN4042,AN4071,AN4080,AN4113,AN4159,AN4182,AN4189,AN4210,AN4218,AN4219,AN4222,AN4234,AN4247,AN4269,AN4283,AN4295,AN4315,AN4323,AN4324,AN4329,AN4332,AN4335,AN4353,AN4361,AN4376,AN4389,AN4439,AN4443,AN4447,AN4462,AN4464,AN4468,AN4475,AN4479,AN4501,AN4558,AN4566,AN4690,AN4697,AN4741,AN4742,AN4744,AN4777,AN4778,AN4794,AN4859,AN4872,AN4878,AN4900,AN4935,AN4956,AN4976,AN4985,AN4987,AN4991,AN5028,AN5119,AN5129,AN5130,AN5134,AN5170,AN5200,AN5203,AN5210,AN5218,AN5279,AN5296,AN5349,AN5351,AN5415,AN5441,AN5442,AN5492,AN5523,AN5566,AN5604,AN5626,AN5651,AN5676,AN5682,AN5715,AN5719,AN5725,AN5740,AN5746,AN5747,AN5752,AN5775,AN5836,AN5849,AN5859,AN5870,AN5886,AN5888,AN5893,AN5897,AN5898,AN5909,AN5918,AN5924,AN5939,AN5952,AN5953,AN5955,AN5959,AN5960,AN5975,AN5992,AN6032,AN6048,AN6062,AN6067,AN6070,AN6126,AN6129,AN6195,AN6209,AN6236,AN6243,AN6318,AN6330,AN6338,AN6359,AN6368,AN6392,AN6430,AN6505,AN6506,AN6534,AN6541,AN6555,AN6558,AN6643,AN6650,AN6679,AN6684,AN6694,AN6731,AN6733,AN6790,AN6824,AN6837,AN6849,AN6857,AN6858,AN6982,AN7003,AN7012,AN7050,AN7103,AN7146,AN7190,AN7265,AN7269,AN7297,AN7303,AN7332,AN7342,AN7387,AN7468,AN7469,AN7475,AN7507,AN7513,AN7542,AN7564,AN7572,AN7576,AN7600,AN7610,AN7657,AN7659,AN7661,AN7725,AN7742,AN7872,AN7873,AN7878,AN7880,AN8009,AN8010,AN8039,AN8066,AN8079,AN8117,AN8121,AN8125,AN8129,AN8164,AN8168,AN8186,AN8188,AN8211,AN8231,AN8251,AN8275,AN8276,AN8277,AN8298,AN8414,AN8535,AN8553,AN8565,AN8576,AN8590,AN8636,AN8639,AN8643,AN8655,AN8667,AN8689,AN8694,AN8741,AN8777,AN8785,AN8797,AN8832,AN8837,AN8843,AN8856,AN8859,AN8861,AN8866,AN8885,AN8886,AN8978,AN9008,AN9025,AN9083,AN9095,AN9102,AN9113,AN9148,AN9397,AN9407,AN9408,AN9492
TRUE	TRUE	4	GO:0042752	regulation of circadian rhythm	0.0382	24	9	4.82	0.375	1.418	AN0241,AN0410,AN1539,AN1848,AN3581,AN3607,AN4563,AN4987,AN5457
TRUE	TRUE	4	GO:0009306	protein secretion	0.03825	17	7	3.41	0.412	1.417	AN1632,AN2076,AN3470,AN4987,AN5131,AN6195,AN6542
TRUE	TRUE	4	GO:0003333	amino acid transmembrane transport	0.03832	36	10	7.23	0.278	1.417	AN10905,AN1339,AN1659,AN2468,AN2875,AN3345,AN3347,AN6118,AN8279,AN8785
TRUE	TRUE	4	GO:0048518	positive regulation of biological process	0.03838	464	145	93.15	0.312	1.416	AN0056,AN0098,AN0127,AN0148,AN0170,AN0186,AN0241,AN0279,AN0363,AN0394,AN0410,AN0554,AN0641,AN0651,AN0655,AN0689,AN0807,AN0988,AN1017,AN10171,AN10191,AN10227,AN1052,AN10550,AN10763,AN11344,AN11910,AN1227,AN1246,AN1283,AN1303,AN1339,AN1416,AN1425,AN1518,AN1652,AN1800,AN1984,AN2011,AN2067,AN2126,AN2130,AN2269,AN2430,AN2555,AN2742,AN2761,AN2852,AN2875,AN2911,AN2944,AN2965,AN2995,AN2996,AN3067,AN3102,AN3152,AN3224,AN3413,AN3422,AN3423,AN3468,AN3506,AN3607,AN3675,AN3688,AN3719,AN3729,AN3739,AN3919,AN3941,AN4080,AN4182,AN4189,AN4328,AN4361,AN4419,AN4443,AN4479,AN4483,AN4501,AN4558,AN4563,AN4667,AN4896,AN4935,AN4969,AN4987,AN5020,AN5028,AN5210,AN5218,AN5351,AN5457,AN5525,AN5558,AN5651,AN5660,AN5676,AN5719,AN5740,AN5746,AN5747,AN5752,AN5803,AN5836,AN5893,AN5973,AN5981,AN6010,AN6129,AN6230,AN6243,AN6330,AN6487,AN6505,AN6508,AN6540,AN6566,AN6570,AN6685,AN6733,AN7030,AN7050,AN7077,AN7185,AN7252,AN7468,AN7542,AN7567,AN7572,AN7610,AN7661,AN7742,AN8170,AN8414,AN8605,AN8741,AN8945,AN8978,AN9008,AN9090,AN9121,AN9397,AN9504
TRUE	TRUE	4	GO:0009987	cellular process	0.03839	4303	960	863.84	0.223	1.416	AN0056,AN0057,AN0065,AN0067,AN0078,AN0082,AN0086,AN0096,AN0098,AN0105,AN0121,AN0127,AN0128,AN0129,AN0133,AN0134,AN0135,AN0148,AN0158,AN0162,AN0170,AN0176,AN0179,AN0186,AN0210,AN0226,AN0228,AN0232,AN0239,AN0240,AN0241,AN0247,AN0259,AN0260,AN0263,AN0270,AN0271,AN0279,AN0285,AN0298,AN0299,AN0314,AN0333,AN0351,AN0357,AN0363,AN0364,AN0369,AN0376,AN0394,AN0408,AN0410,AN0411,AN0449,AN0451,AN0471,AN0495,AN0554,AN0565,AN0582,AN0593,AN0595,AN0607,AN0608,AN0640,AN0641,AN0643,AN0651,AN0654,AN0655,AN0660,AN0664,AN0680,AN0688,AN0689,AN0697,AN0733,AN0734,AN0742,AN0745,AN0764,AN0766,AN0767,AN0771,AN0780,AN0787,AN0797,AN0802,AN0807,AN0821,AN0827,AN0858,AN0863,AN0889,AN0902,AN0918,AN0919,AN0927,AN0928,AN0929,AN0933,AN0936,AN0988,AN10019,AN10030,AN10061,AN10066,AN10081,AN10120,AN10124,AN10127,AN10128,AN10131,AN1015,AN10156,AN1017,AN10171,AN10191,AN10193,AN10197,AN10220,AN10227,AN10237,AN10256,AN10306,AN10311,AN10329,AN10350,AN1037,AN10378,AN10396,AN10420,AN10442,AN10459,AN10467,AN10495,AN10512,AN10515,AN1052,AN10533,AN10541,AN10548,AN10550,AN10586,AN10595,AN10599,AN1060,AN10610,AN10614,AN10634,AN10637,AN10663,AN1069,AN10709,AN1071,AN10745,AN10763,AN10841,AN10844,AN10846,AN1085,AN10872,AN10906,AN10912,AN1094,AN10949,AN1096,AN1097,AN1099,AN1102,AN11045,AN11052,AN11080,AN11098,AN11099,AN11112,AN11125,AN11126,AN11152,AN11165,AN11252,AN1126,AN11344,AN11406,AN11419,AN11694,AN11704,AN11705,AN11753,AN11776,AN11778,AN1183,AN1189,AN11891,AN11910,AN11932,AN11961,AN12017,AN12054,AN12152,AN1217,AN1226,AN1227,AN12279,AN1246,AN12476,AN1272,AN1274,AN1277,AN1283,AN1303,AN1319,AN1333,AN1334,AN1339,AN1342,AN1357,AN1358,AN1396,AN1402,AN1414,AN1416,AN1425,AN1428,AN1429,AN1475,AN1518,AN1519,AN1536,AN1538,AN1539,AN1547,AN1555,AN1607,AN1624,AN1628,AN1632,AN1652,AN1678,AN1697,AN1713,AN1752,AN1760,AN1761,AN1769,AN1778,AN1780,AN1800,AN1812,AN1848,AN1893,AN1918,AN1924,AN1927,AN1948,AN1950,AN1984,AN1989,AN1990,AN1993,AN2001,AN2005,AN2009,AN2011,AN2016,AN2017,AN2020,AN2036,AN2059,AN2062,AN2067,AN2069,AN2071,AN2072,AN2076,AN2099,AN2126,AN2130,AN2135,AN2141,AN2147,AN2148,AN2238,AN2248,AN2265,AN2266,AN2268,AN2269,AN2284,AN2290,AN2300,AN2302,AN2303,AN2311,AN2315,AN2331,AN2332,AN2375,AN2410,AN2421,AN2430,AN2435,AN2436,AN2463,AN2493,AN2500,AN2503,AN2505,AN2508,AN2523,AN2526,AN2530,AN2555,AN2581,AN2582,AN2597,AN2661,AN2666,AN2670,AN2686,AN2701,AN2723,AN2730,AN2731,AN2740,AN2742,AN2761,AN2793,AN2815,AN2846,AN2852,AN2855,AN2871,AN2873,AN2875,AN2885,AN2900,AN2902,AN2903,AN2911,AN2914,AN2916,AN2919,AN2927,AN2932,AN2936,AN2943,AN2944,AN2962,AN2965,AN2968,AN2980,AN2981,AN2984,AN2995,AN2996,AN2997,AN2998,AN2999,AN3001,AN3033,AN3044,AN3048,AN3058,AN3059,AN3062,AN3067,AN3068,AN3071,AN3075,AN3085,AN3102,AN3113,AN3124,AN3147,AN3148,AN3149,AN3150,AN3152,AN3153,AN3176,AN3177,AN3188,AN3214,AN3222,AN3223,AN3224,AN3250,AN3255,AN3294,AN3368,AN3396,AN3412,AN3413,AN3416,AN3422,AN3423,AN3431,AN3433,AN3456,AN3468,AN3469,AN3470,AN3506,AN3515,AN3547,AN3581,AN3586,AN3587,AN3589,AN3607,AN3632,AN3641,AN3642,AN3644,AN3649,AN3675,AN3681,AN3684,AN3688,AN3690,AN3719,AN3729,AN3730,AN3735,AN3738,AN3739,AN3747,AN3748,AN3758,AN3785,AN3787,AN3793,AN3803,AN3812,AN3813,AN3817,AN3829,AN3835,AN3869,AN3894,AN3901,AN3911,AN3914,AN3918,AN3919,AN3941,AN3954,AN4034,AN4042,AN4064,AN4071,AN4080,AN4081,AN4102,AN4113,AN4159,AN4169,AN4171,AN4182,AN4189,AN4196,AN4208,AN4210,AN4214,AN4218,AN4219,AN4222,AN4234,AN4247,AN4255,AN4264,AN4265,AN4269,AN4282,AN4283,AN4289,AN4295,AN4301,AN4310,AN4315,AN4322,AN4323,AN4324,AN4329,AN4332,AN4335,AN4353,AN4360,AN4361,AN4365,AN4369,AN4376,AN4388,AN4389,AN4390,AN4419,AN4439,AN4443,AN4447,AN4460,AN4462,AN4464,AN4467,AN4468,AN4471,AN4475,AN4479,AN4483,AN4496,AN4500,AN4501,AN4515,AN4525,AN4528,AN4532,AN4544,AN4552,AN4558,AN4563,AN4566,AN4581,AN4587,AN4603,AN4614,AN4615,AN4655,AN4666,AN4667,AN4668,AN4674,AN4690,AN4695,AN4697,AN4702,AN4707,AN4733,AN4741,AN4742,AN4744,AN4745,AN4758,AN4760,AN4769,AN4777,AN4778,AN4794,AN4814,AN4829,AN4843,AN4859,AN4871,AN4872,AN4878,AN4896,AN4897,AN4899,AN4900,AN4915,AN4920,AN4935,AN4956,AN4957,AN4965,AN4969,AN4976,AN4984,AN4985,AN4987,AN4990,AN4991,AN5020,AN5021,AN5028,AN5055,AN5068,AN5076,AN5099,AN5116,AN5119,AN5129,AN5130,AN5131,AN5132,AN5134,AN5144,AN5156,AN5169,AN5170,AN5195,AN5199,AN5200,AN5203,AN5210,AN5218,AN5226,AN5278,AN5279,AN5295,AN5296,AN5341,AN5349,AN5351,AN5356,AN5378,AN5404,AN5406,AN5415,AN5441,AN5442,AN5443,AN5447,AN5452,AN5457,AN5458,AN5492,AN5493,AN5517,AN5523,AN5525,AN5558,AN5563,AN5564,AN5566,AN5579,AN5583,AN5589,AN5599,AN5604,AN5607,AN5626,AN5634,AN5651,AN5660,AN5669,AN5672,AN5675,AN5676,AN5677,AN5681,AN5682,AN5712,AN5715,AN5716,AN5719,AN5724,AN5725,AN5728,AN5740,AN5743,AN5746,AN5747,AN5752,AN5755,AN5757,AN5759,AN5768,AN5775,AN5776,AN5803,AN5822,AN5829,AN5832,AN5836,AN5849,AN5856,AN5857,AN5859,AN5860,AN5870,AN5871,AN5886,AN5888,AN5893,AN5897,AN5898,AN5908,AN5909,AN5918,AN5924,AN5934,AN5939,AN5952,AN5953,AN5955,AN5956,AN5959,AN5960,AN5973,AN5975,AN5981,AN5985,AN5990,AN5991,AN5992,AN5999,AN6010,AN6013,AN6014,AN6032,AN6033,AN6034,AN6035,AN6048,AN6060,AN6062,AN6064,AN6067,AN6070,AN6082,AN6089,AN6118,AN6125,AN6126,AN6129,AN6149,AN6150,AN6159,AN6160,AN6168,AN6195,AN6207,AN6209,AN6210,AN6211,AN6230,AN6236,AN6239,AN6243,AN6249,AN6250,AN6279,AN6280,AN6317,AN6318,AN6330,AN6338,AN6347,AN6359,AN6360,AN6367,AN6368,AN6392,AN6400,AN6405,AN6430,AN6487,AN6499,AN6505,AN6506,AN6508,AN6534,AN6540,AN6541,AN6542,AN6543,AN6554,AN6555,AN6558,AN6566,AN6567,AN6570,AN6604,AN6642,AN6643,AN6650,AN6653,AN6664,AN6679,AN6684,AN6685,AN6688,AN6694,AN6696,AN6697,AN6730,AN6731,AN6733,AN6790,AN6824,AN6837,AN6838,AN6840,AN6849,AN6857,AN6858,AN6875,AN6982,AN7003,AN7012,AN7014,AN7030,AN7041,AN7050,AN7077,AN7103,AN7111,AN7146,AN7170,AN7185,AN7190,AN7193,AN7250,AN7252,AN7256,AN7265,AN7269,AN7297,AN7299,AN7303,AN7332,AN7342,AN7387,AN7388,AN7451,AN7468,AN7469,AN7475,AN7485,AN7507,AN7511,AN7513,AN7533,AN7537,AN7542,AN7563,AN7564,AN7567,AN7572,AN7576,AN7588,AN7600,AN7610,AN7649,AN7657,AN7659,AN7661,AN7700,AN7704,AN7709,AN7711,AN7725,AN7729,AN7742,AN7757,AN7799,AN7872,AN7873,AN7878,AN7880,AN7895,AN8009,AN8010,AN8029,AN8039,AN8060,AN8066,AN8073,AN8075,AN8079,AN8117,AN8118,AN8121,AN8125,AN8129,AN8164,AN8168,AN8169,AN8170,AN8186,AN8187,AN8188,AN8211,AN8231,AN8234,AN8251,AN8262,AN8269,AN8270,AN8271,AN8274,AN8275,AN8276,AN8277,AN8298,AN8347,AN8414,AN8457,AN8485,AN8489,AN8502,AN8524,AN8535,AN8553,AN8565,AN8566,AN8576,AN8590,AN8605,AN8636,AN8639,AN8643,AN8655,AN8667,AN8689,AN8690,AN8692,AN8694,AN8707,AN8741,AN8764,AN8769,AN8777,AN8785,AN8797,AN8805,AN8824,AN8830,AN8831,AN8832,AN8834,AN8837,AN8842,AN8843,AN8856,AN8859,AN8861,AN8863,AN8866,AN8885,AN8886,AN8945,AN8978,AN9008,AN9025,AN9064,AN9083,AN9086,AN9090,AN9095,AN9100,AN9102,AN9113,AN9121,AN9148,AN9149,AN9339,AN9340,AN9380,AN9397,AN9407,AN9408,AN9425,AN9426,AN9461,AN9492,AN9500,AN9504,AN9515,AN9526
TRUE	TRUE	4	GO:0030003	cellular cation homeostasis	0.03974	98	36	19.67	0.367	1.401	AN0176,AN0241,AN0471,AN0607,AN10949,AN1189,AN1339,AN1628,AN1950,AN2302,AN2508,AN2919,AN3681,AN4332,AN4655,AN4814,AN4920,AN4990,AN5132,AN5341,AN5378,AN5583,AN5856,AN6400,AN6541,AN6566,AN7185,AN7250,AN7468,AN7485,AN7567,AN7661,AN8029,AN8251,AN8830,AN8842
TRUE	TRUE	4	GO:0010570	regulation of filamentous growth	0.03993	69	25	13.85	0.362	1.399	AN0098,AN0170,AN0689,AN1017,AN10191,AN10227,AN1069,AN1226,AN1416,AN1800,AN2067,AN2852,AN3422,AN3688,AN3719,AN4182,AN4310,AN4479,AN4501,AN4745,AN4987,AN6505,AN6570,AN8269,AN8414
TRUE	TRUE	4	GO:0008204	ergosterol metabolic process	0.04002	36	16	7.23	0.444	1.398	AN0451,AN0608,AN10396,AN1339,AN2069,AN2311,AN3506,AN3817,AN3869,AN4042,AN4208,AN4329,AN6236,AN6506,AN7146,AN7661
TRUE	TRUE	4	GO:0042542	response to hydrogen peroxide	0.04009	20	11	4.02	0.55	1.397	AN0363,AN1017,AN2846,AN2981,AN3688,AN4758,AN5523,AN5918,AN6849,AN8643,AN9339
TRUE	TRUE	4	GO:0042133	neurotransmitter metabolic process	0.0401	21	11	4.22	0.524	1.397	AN0554,AN10745,AN1342,AN1429,AN2248,AN2944,AN3058,AN3829,AN5134,AN5447,AN7564
TRUE	TRUE	4	GO:2000242	negative regulation of reproductive process	0.0401	47	16	9.44	0.34	1.397	AN0363,AN1017,AN1052,AN2430,AN2555,AN2911,AN4182,AN4483,AN4501,AN4935,AN4987,AN5170,AN5822,AN5893,AN6243,AN8262
TRUE	TRUE	4	GO:0009144	purine nucleoside triphosphate metabolic process	0.04016	84	22	16.86	0.262	1.396	AN0271,AN0357,AN1246,AN1624,AN1918,AN2315,AN2875,AN3059,AN3223,AN3641,AN3954,AN4388,AN4462,AN4525,AN4690,AN4859,AN5210,AN5604,AN5746,AN8118,AN8689,AN8861
TRUE	TRUE	4	GO:0051701	interaction with host	0.04018	37	12	7.43	0.324	1.396	AN0807,AN1246,AN2875,AN4218,AN4443,AN5210,AN5525,AN5746,AN5918,AN6487,AN6505,AN7513
TRUE	TRUE	4	GO:0042939	tripeptide transport	0.04018	8	6	1.61	0.75	1.396	AN12476,AN3150,AN3408,AN7188,AN7729,AN8915
TRUE	TRUE	4	GO:0061687	detoxification of inorganic compound	0.04022	8	5	1.61	0.625	1.396	AN12476,AN2846,AN3150,AN5918,AN7729
TRUE	TRUE	4	GO:0001101	response to acid chemical	0.04025	7	4	1.41	0.571	1.395	AN1037,AN11921,AN1547,AN9340
TRUE	TRUE	4	GO:0043271	negative regulation of ion transport	0.04025	7	4	1.41	0.571	1.395	AN0176,AN1339,AN5341,AN8251
TRUE	TRUE	4	GO:0045834	positive regulation of lipid metabolic process	0.04026	8	4	1.61	0.5	1.395	AN1339,AN4182,AN7050,AN7661
TRUE	TRUE	4	GO:0006720	isoprenoid metabolic process	0.04027	40	10	8.03	0.25	1.395	AN0241,AN0654,AN1339,AN2311,AN3817,AN3869,AN4071,AN4878,AN6505,AN9339
TRUE	TRUE	4	GO:0008535	respiratory chain complex IV assembly	0.04036	17	3	3.41	0.176	1.394	AN1778,AN3068,AN5724
TRUE	TRUE	4	GO:0006012	galactose metabolic process	0.04444	22	8	4.42	0.364	1.352	AN10550,AN3432,AN4829,AN4957,AN5986,AN7193,AN8677,AN9148
TRUE	TRUE	4	GO:0006796	phosphate-containing compound metabolic process	0.04572	575	174	115.43	0.303	1.34	AN0067,AN0129,AN0240,AN0259,AN0270,AN0271,AN0285,AN0351,AN0357,AN0410,AN0495,AN0565,AN0593,AN0640,AN0664,AN0688,AN0802,AN0827,AN0918,AN0929,AN0988,AN10019,AN10131,AN10156,AN1017,AN10193,AN10515,AN10663,AN10844,AN1096,AN1097,AN11126,AN11252,AN11961,AN1246,AN1272,AN1339,AN1357,AN1358,AN1396,AN1547,AN1624,AN1632,AN1713,AN1769,AN1800,AN1918,AN2067,AN2265,AN2269,AN2303,AN2311,AN2315,AN2581,AN2875,AN2902,AN2911,AN2927,AN2943,AN2968,AN2981,AN3001,AN3059,AN3102,AN3177,AN3188,AN3214,AN3222,AN3223,AN3422,AN3431,AN3641,AN3719,AN3793,AN3817,AN3869,AN3941,AN3954,AN4113,AN4182,AN4189,AN4196,AN4295,AN4310,AN4322,AN4388,AN4389,AN4419,AN4439,AN4447,AN4462,AN4464,AN4479,AN4483,AN4500,AN4525,AN4544,AN4563,AN4667,AN4668,AN4690,AN4702,AN4778,AN4859,AN4896,AN4935,AN4957,AN4984,AN4987,AN5144,AN5156,AN5200,AN5210,AN5296,AN5492,AN5566,AN5589,AN5599,AN5604,AN5626,AN5660,AN5676,AN5719,AN5728,AN5740,AN5746,AN5757,AN5759,AN5822,AN5888,AN5909,AN5939,AN5952,AN5973,AN6014,AN6195,AN6207,AN6209,AN6211,AN6243,AN6279,AN6347,AN6367,AN6508,AN6534,AN6541,AN6570,AN6824,AN6982,AN7030,AN7185,AN7469,AN7537,AN7563,AN7572,AN7588,AN7661,AN7711,AN7725,AN8118,AN8121,AN8234,AN8275,AN8689,AN8830,AN8837,AN8842,AN8861,AN9064,AN9083,AN9095,AN9461,AN9500,AN9504
