hasPeak.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
TRUE	TRUE	4	GO:0048518	positive regulation of biological process	0.0421	464	141	97.11	0.304	1.376	AN0056,AN0098,AN0148,AN0170,AN0182,AN0186,AN0241,AN0279,AN0295,AN0363,AN0394,AN0410,AN0554,AN0641,AN0651,AN0655,AN0689,AN0721,AN0807,AN0817,AN0891,AN0914,AN0931,AN1017,AN10171,AN10191,AN10227,AN1025,AN1052,AN10550,AN10763,AN10854,AN1265,AN1283,AN1303,AN1339,AN1416,AN1425,AN1518,AN1558,AN1573,AN1652,AN1800,AN1844,AN1984,AN2011,AN2067,AN2126,AN2130,AN2430,AN2489,AN2742,AN2852,AN2862,AN2875,AN2911,AN2944,AN2965,AN2995,AN2996,AN3067,AN3102,AN3152,AN3224,AN3369,AN3413,AN3422,AN3423,AN3468,AN3506,AN3607,AN3675,AN3688,AN3719,AN3729,AN3739,AN3919,AN3941,AN4080,AN4189,AN4328,AN4361,AN4419,AN4443,AN4479,AN4483,AN4501,AN4558,AN4563,AN4570,AN4667,AN4935,AN4969,AN4987,AN5028,AN5210,AN5218,AN5351,AN5457,AN5525,AN5558,AN5651,AN5660,AN5740,AN5746,AN5747,AN5752,AN5836,AN5893,AN5973,AN6010,AN6129,AN6230,AN6243,AN6330,AN6508,AN6540,AN6553,AN6566,AN6570,AN6685,AN6733,AN6921,AN7030,AN7468,AN7567,AN7572,AN7610,AN7661,AN7742,AN7896,AN8282,AN8414,AN8741,AN8945,AN8978,AN9008,AN9090,AN9121,AN9397,AN9504
TRUE	TRUE	4	GO:0019953	sexual reproduction	0.04228	272	97	56.92	0.357	1.374	AN0078,AN0082,AN0098,AN0182,AN0279,AN0363,AN0410,AN0640,AN0641,AN0651,AN0721,AN0733,AN0807,AN0931,AN10030,AN1017,AN10227,AN1025,AN10306,AN10516,AN1052,AN10610,AN10902,AN11891,AN1333,AN1339,AN1402,AN1536,AN1539,AN1555,AN1573,AN1848,AN2011,AN2059,AN2062,AN2071,AN2130,AN2290,AN2412,AN2430,AN2484,AN2489,AN2505,AN2701,AN2742,AN2862,AN2919,AN3036,AN3148,AN3152,AN3387,AN3416,AN3422,AN3607,AN3688,AN3719,AN4169,AN4189,AN4390,AN4419,AN4483,AN4501,AN4566,AN4570,AN4615,AN4702,AN4894,AN4935,AN5028,AN5156,AN5170,AN5457,AN5517,AN5523,AN5579,AN5651,AN5759,AN5836,AN5893,AN5973,AN6243,AN6566,AN7030,AN7169,AN7388,AN7513,AN7533,AN7657,AN8262,AN8741,AN8825,AN9008,AN9121,AN9380,AN9408,AN9450,AN9504
TRUE	TRUE	4	GO:0044249	cellular biosynthetic process	0.04235	2113	474	442.21	0.224	1.373	AN0057,AN0065,AN0067,AN0082,AN0086,AN0096,AN0098,AN0105,AN0121,AN0148,AN0162,AN0170,AN0176,AN0182,AN0210,AN0228,AN0241,AN0259,AN0260,AN0263,AN0270,AN0279,AN0295,AN0314,AN0333,AN0351,AN0363,AN0364,AN0410,AN0440,AN0495,AN0533,AN0554,AN0565,AN0582,AN0593,AN0607,AN0608,AN0609,AN0640,AN0651,AN0654,AN0667,AN0680,AN0689,AN0716,AN0733,AN0734,AN0742,AN0766,AN0787,AN0802,AN0807,AN0817,AN0863,AN0889,AN0891,AN0902,AN0913,AN0918,AN0919,AN0928,AN0929,AN0936,AN10059,AN10080,AN10081,AN10120,AN10128,AN10156,AN1017,AN10191,AN10197,AN10256,AN1036,AN1037,AN10378,AN10459,AN10467,AN1052,AN10533,AN10541,AN10548,AN10550,AN10593,AN1060,AN10610,AN10614,AN10663,AN1069,AN10709,AN10745,AN10763,AN10854,AN10906,AN10911,AN10912,AN10981,AN11080,AN11098,AN11099,AN11112,AN11125,AN11252,AN11406,AN1170,AN11753,AN11776,AN1183,AN11891,AN11961,AN12017,AN1217,AN1232,AN12400,AN12476,AN1265,AN1303,AN1334,AN1339,AN1342,AN1402,AN1414,AN1416,AN1425,AN1518,AN1536,AN1538,AN1555,AN1624,AN1678,AN1720,AN1761,AN1778,AN1800,AN1812,AN1844,AN1848,AN1893,AN1895,AN1918,AN1923,AN1924,AN1950,AN1984,AN1990,AN1993,AN1999,AN2001,AN2009,AN2016,AN2020,AN2036,AN2062,AN2069,AN2072,AN2135,AN2136,AN2240,AN2270,AN2276,AN2284,AN2290,AN2302,AN2303,AN2311,AN2315,AN2375,AN2421,AN2489,AN2493,AN2500,AN2509,AN2526,AN2581,AN2597,AN2670,AN2742,AN2793,AN2846,AN2852,AN2855,AN2875,AN2885,AN2900,AN2902,AN2911,AN2914,AN2919,AN2932,AN2944,AN2980,AN2984,AN2996,AN2997,AN2998,AN3031,AN3048,AN3067,AN3071,AN3075,AN3102,AN3113,AN3150,AN3152,AN3169,AN3177,AN3188,AN3214,AN3222,AN3223,AN3224,AN3250,AN3369,AN3396,AN3413,AN3422,AN3423,AN3431,AN3433,AN3468,AN3506,AN3586,AN3587,AN3607,AN3626,AN3637,AN3641,AN3649,AN3663,AN3675,AN3688,AN3719,AN3729,AN3730,AN3738,AN3748,AN3753,AN3785,AN3835,AN3869,AN3894,AN3911,AN3919,AN3941,AN4034,AN4042,AN4071,AN4080,AN4113,AN4159,AN4189,AN4210,AN4218,AN4219,AN4222,AN4234,AN4247,AN4251,AN4295,AN4315,AN4323,AN4324,AN4329,AN4335,AN4353,AN4361,AN4376,AN4384,AN4389,AN4401,AN4439,AN4443,AN4462,AN4479,AN4501,AN4521,AN4558,AN4566,AN4569,AN4570,AN4716,AN4741,AN4742,AN4744,AN4770,AN4778,AN4794,AN4818,AN4859,AN4878,AN4900,AN4923,AN4935,AN4956,AN4976,AN4985,AN4987,AN4991,AN5028,AN5119,AN5129,AN5130,AN5134,AN5170,AN5200,AN5203,AN5210,AN5217,AN5218,AN5279,AN5296,AN5349,AN5351,AN5415,AN5441,AN5444,AN5492,AN5523,AN5566,AN5604,AN5626,AN5651,AN5682,AN5715,AN5725,AN5740,AN5746,AN5747,AN5752,AN5775,AN5823,AN5836,AN5849,AN5870,AN5886,AN5888,AN5893,AN5897,AN5898,AN5918,AN5924,AN5939,AN5955,AN5975,AN5992,AN6032,AN6048,AN6062,AN6067,AN6070,AN6091,AN6126,AN6129,AN6195,AN6209,AN6236,AN6243,AN6318,AN6330,AN6338,AN6359,AN6392,AN6534,AN6541,AN6555,AN6558,AN6610,AN6643,AN6650,AN6679,AN6684,AN6694,AN6731,AN6733,AN6791,AN6824,AN6828,AN6837,AN6849,AN6857,AN6858,AN6921,AN6973,AN6982,AN7007,AN7012,AN7028,AN7103,AN7146,AN7169,AN7190,AN7265,AN7269,AN7297,AN7303,AN7332,AN7342,AN7387,AN7468,AN7469,AN7475,AN7507,AN7513,AN7564,AN7572,AN7576,AN7592,AN7600,AN7610,AN7657,AN7659,AN7661,AN7742,AN7872,AN7873,AN7878,AN7880,AN7896,AN7971,AN8009,AN8010,AN8039,AN8078,AN8117,AN8121,AN8129,AN8168,AN8186,AN8188,AN8211,AN8226,AN8231,AN8251,AN8277,AN8282,AN8298,AN8414,AN8553,AN8565,AN8576,AN8590,AN8636,AN8639,AN8643,AN8655,AN8666,AN8667,AN8689,AN8694,AN8741,AN8753,AN8777,AN8785,AN8797,AN8825,AN8832,AN8837,AN8856,AN8859,AN8866,AN8885,AN8886,AN8978,AN9008,AN9025,AN9083,AN9095,AN9102,AN9141,AN9148,AN9221,AN9397,AN9408
TRUE	TRUE	4	GO:0051321	meiotic cell cycle	0.04274	223	75	46.67	0.336	1.369	AN0078,AN0098,AN0182,AN0363,AN0410,AN0582,AN0640,AN0651,AN0721,AN0733,AN0807,AN0931,AN1017,AN10171,AN10306,AN10516,AN1052,AN10610,AN10763,AN10902,AN1170,AN11891,AN1333,AN1536,AN1555,AN1844,AN1848,AN2059,AN2071,AN2412,AN2489,AN2505,AN2862,AN2911,AN2919,AN3067,AN3148,AN3152,AN3387,AN3422,AN3607,AN3719,AN3941,AN4169,AN4360,AN4365,AN4390,AN4419,AN4501,AN4563,AN4566,AN4570,AN4615,AN4935,AN4969,AN4987,AN5028,AN5170,AN5406,AN5523,AN5579,AN5759,AN5822,AN5836,AN6070,AN6243,AN7169,AN7513,AN7572,AN7657,AN8262,AN8282,AN9121,AN9380,AN9504
TRUE	TRUE	4	GO:0080134	regulation of response to stress	0.04341	89	30	18.63	0.337	1.362	AN0170,AN0182,AN1017,AN10171,AN1652,AN2067,AN2731,AN2875,AN2911,AN3102,AN3422,AN3468,AN3675,AN3688,AN3719,AN4080,AN4310,AN4443,AN4479,AN4563,AN4570,AN4987,AN5003,AN5129,AN5210,AN5525,AN5746,AN6982,AN7513,AN9090
TRUE	TRUE	4	GO:0008204	ergosterol metabolic process	0.04352	36	16	7.53	0.444	1.361	AN0608,AN0609,AN1339,AN2069,AN2311,AN3506,AN3869,AN4042,AN4208,AN4329,AN4923,AN5823,AN6236,AN6973,AN7146,AN7661
TRUE	TRUE	4	GO:2000242	negative regulation of reproductive process	0.04361	47	16	9.84	0.34	1.36	AN0363,AN1017,AN1052,AN2430,AN2911,AN3387,AN4483,AN4501,AN4935,AN4987,AN5170,AN5822,AN5893,AN6243,AN7169,AN8262
TRUE	TRUE	4	GO:0042133	neurotransmitter metabolic process	0.04363	21	10	4.39	0.476	1.36	AN0554,AN10745,AN1198,AN1342,AN1429,AN2248,AN2944,AN5134,AN5447,AN7564
TRUE	TRUE	4	GO:0042939	tripeptide transport	0.04364	8	7	1.67	0.875	1.36	AN12476,AN3150,AN3408,AN4517,AN7188,AN7729,AN8915
TRUE	TRUE	4	GO:0046686	response to cadmium ion	0.04365	14	8	2.93	0.571	1.36	AN1017,AN12476,AN3150,AN3973,AN4517,AN6359,AN7513,AN7729
TRUE	TRUE	4	GO:0061687	detoxification of inorganic compound	0.04368	8	6	1.67	0.75	1.36	AN12476,AN2846,AN3150,AN4517,AN5918,AN7729
TRUE	TRUE	4	GO:0051701	interaction with host	0.04368	37	12	7.74	0.324	1.36	AN0182,AN0807,AN1844,AN2875,AN4218,AN4443,AN5003,AN5210,AN5525,AN5746,AN5918,AN7513
TRUE	TRUE	4	GO:0043271	negative regulation of ion transport	0.04375	7	4	1.46	0.571	1.359	AN0176,AN1339,AN5341,AN8251
TRUE	TRUE	4	GO:0001101	response to acid chemical	0.04375	7	4	1.46	0.571	1.359	AN1037,AN11921,AN1547,AN9340
TRUE	TRUE	4	GO:0044413	avoidance of host defenses	0.04377	10	4	2.09	0.4	1.359	AN0182,AN0807,AN5003,AN7513
TRUE	TRUE	4	GO:0051503	adenine nucleotide transport	0.04379	17	5	3.56	0.294	1.359	AN2072,AN4064,AN5801,AN6920,AN7304
TRUE	TRUE	4	GO:0015868	purine ribonucleotide transport	0.04379	17	5	3.56	0.294	1.359	AN2072,AN4064,AN5801,AN6920,AN7304
TRUE	TRUE	4	GO:1901072	glucosamine-containing compound catabolic process	0.04381	25	6	5.23	0.24	1.358	AN0299,AN12279,AN12280,AN1418,AN1428,AN4871
TRUE	TRUE	4	GO:0008535	respiratory chain complex IV assembly	0.04383	17	4	3.56	0.235	1.358	AN1066,AN1778,AN3068,AN5724
TRUE	TRUE	4	GO:0030437	ascospore formation	0.04549	103	32	21.56	0.311	1.342	AN0182,AN0410,AN0640,AN0651,AN0807,AN0931,AN1017,AN10516,AN10610,AN10902,AN1555,AN1848,AN2071,AN2412,AN2489,AN3148,AN3422,AN3719,AN4169,AN4390,AN4419,AN4501,AN4566,AN4615,AN4935,AN5523,AN5579,AN5759,AN5836,AN7657,AN9380,AN9504
TRUE	TRUE	4	GO:0044275	cellular carbohydrate catabolic process	0.04646	66	22	13.81	0.333	1.333	AN0034,AN0787,AN1015,AN10420,AN10550,AN10599,AN11778,AN2017,AN3368,AN3369,AN3515,AN3641,AN4102,AN4691,AN4843,AN5672,AN5985,AN6697,AN7610,AN8347,AN9064,AN9340
TRUE	TRUE	4	GO:0042752	regulation of circadian rhythm	0.04688	24	9	5.02	0.375	1.329	AN0241,AN0410,AN1539,AN1848,AN2412,AN3607,AN4563,AN4987,AN5457
TRUE	TRUE	4	GO:0040009	regulation of growth rate	0.04894	39	13	8.16	0.333	1.31	AN0651,AN1539,AN2290,AN2412,AN2855,AN3719,AN4419,AN5341,AN5588,AN5757,AN6195,AN7649,AN8825
